Event,recorded_time,repair_time,meter_name,leak_reason,replacement_type,replacement_location,branch
,2025-05-07T00:00:00,2025-04-18T00:00:00,VẠN HƯƠNG 3,Other/unknown,,,
,2024-07-23T00:00:00,2024-07-16T00:00:00,Trại Chuối 5,Other/unknown,,,
,2024-10-17T00:00:00,2024-10-16T00:00:00,Trần Thành Ngọ 6,Other/unknown,,,
,2024-10-11T00:00:00,2024-10-10T00:00:00,Dư Hàng Kênh 17,Other/unknown,,,
,2024-03-29T00:00:00,2024-03-18T00:00:00,CHIẾN THẮNG 4,Other/unknown,,,
,2024-12-04T00:00:00,2024-11-12T00:00:00,TÂN THÀNH 1,Other/unknown,,,
,2023-09-18T00:00:00,2023-09-12T00:00:00,Máy Chai 12,Other/unknown,,,
,2023-05-30T00:00:00,2023-05-26T00:00:00,Hàng Kênh 8,Other/unknown,,,
,2024-01-03T00:00:00,2023-12-13T00:00:00,Trại Cau 10,Other/unknown,,,
,2023-04-17T00:00:00,2023-04-14T00:00:00,Minh Khai 1,Other/unknown,,,
,2025-01-15T00:00:00,2025-01-14T00:00:00,Kênh Dương 13,Other/unknown,,,
,2023-04-10T00:00:00,2023-04-07T00:00:00,Thượng Lý 2,Other/unknown,,,
,2023-01-09T00:00:00,2023-01-02T00:00:00,Hồng Bàng 1.7,Other/unknown,,,
,2024-03-18T00:00:00,2024-02-13T00:00:00,Tràng Cát 3,Other/unknown,,,
,2024-04-28T00:00:00,2024-04-16T00:00:00,Đồng Hoà 1.3,Other/unknown,,,
,2024-07-16T00:00:00,2024-07-05T00:00:00,Niệm Nghĩa 7,Other/unknown,,,
,2025-01-13T00:00:00,2025-01-10T00:00:00,Lạc Viên 9,Other/unknown,,,
,2024-12-11T00:00:00,2024-12-10T00:00:00,NHÂN HOÀ 2,Other/unknown,,,
,2024-12-13T00:00:00,2024-12-11T00:00:00,An Đồng 21,Other/unknown,,,
,2025-02-13T00:00:00,2025-02-09T00:00:00,Đằng Hải 8,Other/unknown,,,
,2025-02-08T00:00:00,2025-02-04T00:00:00,HỒNG THÁI 1,Other/unknown,,,
,2024-10-31T00:00:00,2024-10-30T00:00:00,ĐHLC 6,Other/unknown,,,
,2025-06-23T00:00:00,2025-06-20T00:00:00,Đồng Hoà 2.5,Other/unknown,,,
,2025-06-28T00:00:00,2025-06-25T00:00:00,THỊ TRẤN 5,Third party damage (bên thứ 3 gây ra),,,
,2022-08-16T00:00:00,2022-05-20T00:00:00,Trại Cau 10,Other/unknown,,,
,2025-07-28T00:00:00,2025-07-26T00:00:00,An Đồng 21,Other/unknown,,,
,2024-03-13T00:00:00,2024-03-07T00:00:00,Máy Chai 10,Other/unknown,,,
,2024-10-03T00:00:00,2024-10-01T00:00:00,An Biên 2.2,Other/unknown,,,
,2025-03-18T00:00:00,2025-03-17T00:00:00,Cát Bà 8,Other/unknown,,,
,2024-05-13T00:00:00,2024-05-06T00:00:00,Đông Khê 2,Other/unknown,,,
,2025-09-11T00:00:00,2025-09-11T00:00:00,Kênh Dương 8,Other/unknown,,,
,2024-04-04T00:00:00,2024-03-29T00:00:00,Vạn Mỹ 1,Other/unknown,,,
,2023-11-20T00:00:00,2023-11-09T00:00:00,Văn Đẩu 8,Other/unknown,,,
,2025-06-10T00:00:00,2025-06-09T00:00:00,Đồng Hoà 3.1,Other/unknown,,,
,2025-04-13T00:00:00,2025-03-24T00:00:00,ANH DŨNG 12,Other/unknown,,,
,2025-04-22T00:00:00,2025-04-21T00:00:00,ĐẰNG HẢI 18,Other/unknown,,,
,2025-08-05T00:00:00,2025-07-11T00:00:00,TT An Dương 5,Other/unknown,,,
,2024-09-17T00:00:00,2024-09-16T00:00:00,Niệm Nghĩa 4,Other/unknown,,,
,2024-12-04T00:00:00,2024-12-02T00:00:00,An Đồng 12,Other/unknown,,,
,2023-02-01T00:00:00,2022-02-14T00:00:00,Văn Đẩu 6,Other/unknown,,,
,2023-05-25T00:00:00,2023-05-16T00:00:00,Dư Hàng Kênh 17,Other/unknown,,,
,2024-01-27T00:00:00,2024-01-25T00:00:00,Hàng Kênh 4,Other/unknown,,,
,2025-05-28T00:00:00,2025-05-26T00:00:00,An Đồng 4,Other/unknown,,,
,2024-10-23T00:00:00,2024-10-22T00:00:00,An Đồng 23,Other/unknown,,,
,2023-06-02T00:00:00,2023-04-13T00:00:00,Trần Thành Ngọ 4,Other/unknown,,,
,2025-07-21T00:00:00,2025-07-19T00:00:00,Văn Đẩu 7,Other/unknown,,,
,2024-06-26T00:00:00,2024-06-24T00:00:00,Dư Hàng 7,Other/unknown,,,
,2022-12-20T00:00:00,2022-12-09T00:00:00,Đằng Giang 5B,Other/unknown,,,
,2024-05-14T00:00:00,2024-05-09T00:00:00,Nam Sơn 4,Other/unknown,,,
,2025-03-03T00:00:00,2025-02-28T00:00:00,Vạn Mỹ 9,Other/unknown,,,
,2025-04-06T00:00:00,2025-04-02T00:00:00,ĐẰNG HẢI 19,Other/unknown,,,
,2025-09-26T00:00:00,2025-09-24T00:00:00,Đồng Thái 1,Other/unknown,,,
,2025-07-03T00:00:00,2025-06-18T00:00:00,TÂN THÀNH 3,Other/unknown,,,
,2024-11-11T00:00:00,2024-10-27T00:00:00,BÀNG LA 3,Other/unknown,,,
,2025-03-11T00:00:00,2025-03-08T00:00:00,Cầu Đất 7,Other/unknown,,,
,2023-11-27T00:00:00,2023-11-21T00:00:00,TRƯỜNG SƠN 7,Other/unknown,,,
,2023-03-02T00:00:00,2023-02-27T00:00:00,Cầu Tre 10,Other/unknown,,,
,2023-05-22T00:00:00,2023-05-05T00:00:00,Bình Hải 4,Other/unknown,,,
,2025-02-05T00:00:00,2024-12-31T00:00:00,Tràng Cát 4,Other/unknown,,,
,2024-12-24T00:00:00,2024-12-20T00:00:00,Kênh Dương 13,Other/unknown,,,
,2024-10-23T00:00:00,2024-10-06T00:00:00,HẢI THÀNH 2,Other/unknown,,,
,2025-03-21T00:00:00,2025-03-06T00:00:00,TÂN TIẾN 2.2,Other/unknown,,,
,2023-06-23T00:00:00,2022-08-05T00:00:00,Đồng Hoà 2.9,Other/unknown,,,
,2024-08-26T00:00:00,2024-08-21T00:00:00,Đằng Lâm 9,Other/unknown,,,
,2024-11-28T00:00:00,2024-11-26T00:00:00,Hoàng Văn Thụ 2,Other/unknown,,,
,2024-08-29T00:00:00,2024-08-28T00:00:00,Máy Chai 7,Other/unknown,,,
,2024-05-24T00:00:00,2024-05-22T00:00:00,Nghĩa xá 3,Other/unknown,,,
,2023-11-29T00:00:00,2023-11-28T00:00:00,Dư Hàng Kênh 5,Other/unknown,,,
,2024-10-21T00:00:00,2024-10-18T00:00:00,Sở Dầu 6,Other/unknown,,,
,2023-11-16T00:00:00,2023-11-05T00:00:00,Trần Thành Ngọ 2,Other/unknown,,,
,2024-01-02T00:00:00,2023-12-21T00:00:00,ĐHLC 11,Other/unknown,,,
,2025-04-26T00:00:00,2025-03-13T00:00:00,HẢI SƠN 2,Other/unknown,,,
,2024-12-09T00:00:00,2024-12-07T00:00:00,Cát Bi 1,Other/unknown,,,
,2023-07-05T00:00:00,2023-06-05T00:00:00,Đằng Lâm 5,Other/unknown,,,
,2024-06-06T00:00:00,2024-05-11T00:00:00,ĐẰNG HẢI 22,Other/unknown,,,
,2025-04-14T00:00:00,2025-04-12T00:00:00,Trại Cau 1,Other/unknown,,,
,2025-08-04T00:00:00,2025-08-01T00:00:00,Minh Khai 4,Other/unknown,,,
,2025-02-10T00:00:00,2025-02-08T00:00:00,NHÂN HOÀ 3,Other/unknown,,,
,2025-02-27T00:00:00,2025-02-22T00:00:00,Vạn Mỹ 15,Other/unknown,,,
,2025-06-13T00:00:00,2025-06-01T00:00:00,HẢI SƠN 6,Other/unknown,,,
,2024-08-20T00:00:00,2024-08-08T00:00:00,Gia Viên 8,Other/unknown,,,
,2023-11-20T00:00:00,2023-10-08T00:00:00,Đằng Hải 4,External corrosion (ăn mòn bên ngoài),,,
,2025-06-12T00:00:00,2025-06-11T00:00:00,Nghĩa xá 8,Other/unknown,,,
,2025-01-03T00:00:00,2025-01-02T00:00:00,Bắc Hà 1.7,Other/unknown,,,
,2024-09-06T00:00:00,2024-08-30T00:00:00,ĐHHA 1.11,Other/unknown,,,
,2025-05-15T00:00:00,2025-05-14T00:00:00,An Đồng 12,Other/unknown,,,
,2023-11-29T00:00:00,2023-11-26T00:00:00,Lạch Tray 8,Other/unknown,,,
,2023-02-03T00:00:00,2022-12-19T00:00:00,Nam Sơn 1,Other/unknown,,,
,2025-07-02T00:00:00,2025-07-01T00:00:00,An Biên 2.3,Other/unknown,,,
,2024-06-03T00:00:00,2024-05-28T00:00:00,Đồng Hoà 1.8,Other/unknown,,,
,2025-02-07T00:00:00,2024-12-24T00:00:00,HƯNG ĐẠO 6,Other/unknown,,,
,2024-02-01T00:00:00,2024-02-04T00:00:00,Nghĩa xá 2,Other/unknown,,,
,2025-04-28T00:00:00,2025-04-24T00:00:00,Đồng Hoà 1.2,Other/unknown,,,
,2025-08-08T00:00:00,2025-08-07T00:00:00,ĐHLC 8,Other/unknown,,,
,2023-04-27T00:00:00,2023-04-21T00:00:00,Tràng Cát 5,Other/unknown,,,
,2023-06-21T00:00:00,2023-06-15T00:00:00,Vạn Mỹ 4,Other/unknown,,,
,2024-04-19T00:00:00,2024-04-19T00:00:00,Cầu Đất 4,Other/unknown,,,
,2025-09-15T00:00:00,2025-09-13T00:00:00,HỒNG THÁI 3,Other/unknown,,,
,2023-06-23T00:00:00,2023-06-20T00:00:00,Bình Hải 6,Other/unknown,,,
,2023-07-05T00:00:00,2023-06-12T00:00:00,Nam Hải 8,Other/unknown,,,
,2022-10-22T00:00:00,2022-10-03T00:00:00,ĐHLC 2,Other/unknown,,,
,2025-04-19T00:00:00,2025-03-04T00:00:00,ĐA PHÚC 1,Other/unknown,,,
,2023-05-27T00:00:00,2023-05-22T00:00:00,ĐHLC 8,Other/unknown,,,
,2023-07-17T00:00:00,2023-07-10T00:00:00,Lê Lợi 2,Other/unknown,,,
,2023-07-21T00:00:00,2022-02-09T00:00:00,TRƯỜNG SƠN 7,Other/unknown,,,
,2023-06-28T00:00:00,2023-06-28T00:00:00,Dư Hàng Kênh 9,Other/unknown,,,
,2025-03-10T00:00:00,2025-03-06T00:00:00,Minh Khai 2,Other/unknown,,,
,2025-08-04T00:00:00,2025-08-01T00:00:00,Đông Khê 6,Third party damage (bên thứ 3 gây ra),,,
,2025-01-09T00:00:00,2025-01-04T00:00:00,An Biên 2.3,Other/unknown,,,
,2024-09-09T00:00:00,2024-09-06T00:00:00,Nghĩa xá 8,Other/unknown,,,
,2024-03-31T00:00:00,2024-03-04T00:00:00,An Đồng 21,Other/unknown,,,
,2024-09-04T00:00:00,2024-08-30T00:00:00,Kênh Dương 3,Other/unknown,,,
,2024-11-28T00:00:00,2024-11-26T00:00:00,Minh Khai 3,Other/unknown,,,
,2024-09-11T00:00:00,2024-09-09T00:00:00,An Đồng 1,Other/unknown,,,
,2024-08-28T00:00:00,2024-08-27T00:00:00,Dư Hàng Kênh 18,Other/unknown,,,
,2025-09-15T00:00:00,2025-09-12T00:00:00,Vĩnh Niệm 5,Other/unknown,,,
,2025-07-03T00:00:00,2025-06-09T00:00:00,ANH DŨNG 15,Other/unknown,,,
,2025-07-07T00:00:00,2025-07-04T00:00:00,Dư Hàng Kênh 8,Other/unknown,,,
,2025-09-22T00:00:00,2025-09-16T00:00:00,NGỌC XUYÊN 3,Other/unknown,,,
,2024-07-31T00:00:00,2024-07-23T00:00:00,An Đồng 1,Other/unknown,,,
,2023-08-12T00:00:00,2023-07-21T00:00:00,Cát Bi 1,Other/unknown,,,
,2024-04-25T00:00:00,2024-04-04T00:00:00,Minh Khai 1,Other/unknown,,,
,2025-09-15T00:00:00,2025-09-12T00:00:00,Đông Phương 3,Other/unknown,,,
,2022-11-10T00:00:00,2022-10-23T00:00:00,Máy Chai 8,Other/unknown,,,
,2024-07-24T00:00:00,2024-07-10T00:00:00,Máy Chai 12,Other/unknown,,,
,2023-06-15T00:00:00,2023-06-06T00:00:00,Hồng Bàng 1.8,Other/unknown,,,
,2022-08-25T00:00:00,2022-08-24T00:00:00,Niệm Nghĩa 4,Other/unknown,,,
,2024-07-30T00:00:00,2024-07-01T00:00:00,Tràng Cát 4,Other/unknown,,,
,2025-01-09T00:00:00,2025-01-07T00:00:00,Vĩnh Niệm 12,Other/unknown,,,
,2023-06-01T00:00:00,2023-04-13T00:00:00,Nam Sơn 3,Other/unknown,,,
,2023-03-02T00:00:00,2023-02-24T00:00:00,Nghĩa xá 8,Other/unknown,,,
,2025-06-26T00:00:00,2025-06-25T00:00:00,Bình Hải 1,Other/unknown,,,
,2025-05-26T00:00:00,2025-05-10T00:00:00,Tràng Cát 3,Other/unknown,,,
,2024-07-25T00:00:00,2024-07-22T00:00:00,Bình Hải 6,Other/unknown,,,
,2025-04-14T00:00:00,2025-04-15T00:00:00,BÀNG LA 3,Other/unknown,,,
,2025-01-08T00:00:00,2025-01-07T00:00:00,Kênh Dương 4,Other/unknown,,,
,2025-04-23T00:00:00,2025-04-20T00:00:00,ĐHHA 1.4,Other/unknown,,,
,2025-03-02T00:00:00,2025-01-24T00:00:00,BÀNG LA 1,Other/unknown,,,
,2025-05-21T00:00:00,2025-05-21T00:00:00,THÁI SƠN 3,Other/unknown,,,
,2025-07-07T00:00:00,2025-07-04T00:00:00,ĐHHA 2.2,Other/unknown,,,
,2023-04-04T00:00:00,2023-03-28T00:00:00,Đông Khê 15,Other/unknown,,,
,2024-12-18T00:00:00,2024-12-17T00:00:00,Đằng Lâm 1,Other/unknown,,,
,2025-02-05T00:00:00,2024-12-27T00:00:00,ĐHHA 2.1,Other/unknown,,,
,2025-04-01T00:00:00,2025-03-13T00:00:00,ĐHHA 2.10,Other/unknown,,,
,2024-10-30T00:00:00,2024-10-13T00:00:00,TRƯỜNG SƠN 1,Other/unknown,,,
,2025-07-08T00:00:00,2025-07-04T00:00:00,HƯNG NHÂN 1,Third party damage (bên thứ 3 gây ra),,,
,2024-11-12T00:00:00,2024-11-10T00:00:00,Hạ Lý 3,Other/unknown,,,
,2024-08-28T00:00:00,2024-08-27T00:00:00,Đồng Hòa 3.5,Other/unknown,,,
,2024-05-10T00:00:00,2024-05-03T00:00:00,Cát Dài 3,Other/unknown,,,
,2025-08-13T00:00:00,2025-08-13T00:00:00,Đông Khê 16,Other/unknown,,,
,2023-06-07T00:00:00,2023-03-01T00:00:00,HỒNG THÁI 6,Other/unknown,,,
,2025-04-01T00:00:00,2025-03-12T00:00:00,ĐHHA 2.4,Other/unknown,,,
,2025-02-04T00:00:00,2024-12-11T00:00:00,HỢP ĐỨC 2,Other/unknown,,,
,2022-11-02T00:00:00,2022-10-10T00:00:00,Vĩnh Niệm 5,Other/unknown,,,
,2024-10-17T00:00:00,2024-10-16T00:00:00,Tràng Cát 4,Other/unknown,,,
,2023-12-18T00:00:00,2023-12-09T00:00:00,Bắc Sơn 4,Other/unknown,,,
,2023-08-21T00:00:00,2023-08-18T00:00:00,Đồng Hoà 1.3,Other/unknown,,,
,2024-08-07T00:00:00,2024-07-30T00:00:00,TRƯỜNG SƠN 6,Other/unknown,,,
,2024-12-22T00:00:00,2024-12-16T00:00:00,Dư Hàng Kênh 1,Other/unknown,,,
,2024-12-16T00:00:00,2024-12-12T00:00:00,MỸ ĐỨC 7,Other/unknown,,,
,2023-06-02T00:00:00,2023-05-29T00:00:00,Ngọc Sơn 4,Other/unknown,,,
,2025-08-28T00:00:00,2025-08-27T00:00:00,ĐA PHÚC 3,Other/unknown,,,
,2024-12-24T00:00:00,2024-12-23T00:00:00,Sở Dầu 5,Other/unknown,,,
,2024-04-09T00:00:00,2024-04-02T00:00:00,Dư Hàng Kênh 17,Other/unknown,,,
,2023-12-13T00:00:00,2023-12-07T00:00:00,Hàng Kênh 1,Other/unknown,,,
,2025-05-29T00:00:00,2025-05-28T00:00:00,ĐHLC 5,Other/unknown,,,
,2025-05-09T00:00:00,2025-05-06T00:00:00,Kênh Dương 5,Other/unknown,,,
,2024-09-26T00:00:00,2024-09-25T00:00:00,Niệm Nghĩa 3,Other/unknown,,,
,2024-12-25T00:00:00,2024-12-24T00:00:00,Thượng Lý 4,Other/unknown,,,
,2025-08-08T00:00:00,2025-08-07T00:00:00,Hoàng Văn Thụ 3,Other/unknown,,,
,2023-04-13T00:00:00,2023-04-04T00:00:00,An Đồng 12,Other/unknown,,,
,2024-04-11T00:00:00,2024-04-07T00:00:00,HƯNG ĐẠO 5,Other/unknown,,,
,2025-05-07T00:00:00,2025-05-01T00:00:00,Đồng Thái 1,Other/unknown,,,
,2025-04-29T00:00:00,2025-04-29T00:00:00,NGỌC XUYÊN 8,Other/unknown,,,
,2024-12-17T00:00:00,2024-12-14T00:00:00,Minh Khai 4,Third party damage (bên thứ 3 gây ra),,,
,2022-09-20T00:00:00,2022-09-18T00:00:00,Hồ Nam 3,Other/unknown,,,
,2025-06-20T00:00:00,2025-06-11T00:00:00,An Đồng 4,Other/unknown,,,
,2024-12-21T00:00:00,2024-12-20T00:00:00,Nam Hải 4,Other/unknown,,,
,2025-02-27T00:00:00,2025-02-24T00:00:00,MINH ĐỨC 2-TN,Other/unknown,,,
,2023-06-14T00:00:00,2023-06-06T00:00:00,Vạn Mỹ 3,Other/unknown,,,
,2023-02-03T00:00:00,2022-12-03T00:00:00,Văn Đẩu 6,Other/unknown,,,
,2025-02-28T00:00:00,2025-02-27T00:00:00,Cầu Đất 5,Other/unknown,,,
,2025-02-10T00:00:00,2025-02-07T00:00:00,Sở Dầu 13,Other/unknown,,,
,2025-07-03T00:00:00,2025-07-02T00:00:00,Bình Hải 6,Other/unknown,,,
,2025-05-07T00:00:00,2025-05-06T00:00:00,Tràng Cát 4,Other/unknown,,,
,2023-04-27T00:00:00,2023-04-14T00:00:00,Cát Bi 6,Other/unknown,,,
,2025-06-04T00:00:00,2025-05-15T00:00:00,Trại Cau 3,Third party damage (bên thứ 3 gây ra),,,
,2024-10-30T00:00:00,2024-09-14T00:00:00,TAM ĐA 1,Other/unknown,,,
,2024-05-02T00:00:00,2024-04-17T00:00:00,Dư Hàng 2,Other/unknown,,,
,2024-09-13T00:00:00,2024-08-14T00:00:00,TÂN HƯNG 2,Other/unknown,,,
,2024-07-30T00:00:00,2024-07-26T00:00:00,Kênh Dương 10,Other/unknown,,,
,2025-04-19T00:00:00,2025-02-26T00:00:00,VẠN HƯƠNG 1,Other/unknown,,,
,2024-11-12T00:00:00,2024-11-11T00:00:00,Đổng Quốc Bình 6,Other/unknown,,,
,2024-06-25T00:00:00,2024-06-18T00:00:00,Ngọc Sơn 5,Other/unknown,,,
,2025-04-02T00:00:00,2025-04-01T00:00:00,TRUNG LẬP 3,Other/unknown,,,
,2024-10-17T00:00:00,2024-10-16T00:00:00,Cát Bi 14,Other/unknown,,,
,2023-02-27T00:00:00,2023-02-11T00:00:00,Tràng Cát 2,Other/unknown,,,
,2023-02-08T00:00:00,2023-02-02T00:00:00,Vĩnh Niệm 5,Other/unknown,,,
,2025-05-07T00:00:00,2025-04-22T00:00:00,TÂN THÀNH 2,Other/unknown,,,
,2022-11-14T00:00:00,2022-11-02T00:00:00,Thượng Lý 2,Other/unknown,,,
,2023-07-25T00:00:00,2022-06-17T00:00:00,TRƯỜNG SƠN 17,Other/unknown,,,
,2024-08-14T00:00:00,2024-08-01T00:00:00,Vĩnh Niệm 14,Other/unknown,,,
,2024-08-27T00:00:00,2024-08-26T00:00:00,D100 Vĩnh Niệm (chưa đặt tên),Other/unknown,,,
,2025-04-01T00:00:00,2025-03-31T00:00:00,Thượng Lý 2,Other/unknown,,,
,2024-09-04T00:00:00,2024-09-01T00:00:00,TRƯỜNG SƠN 3,Other/unknown,,,
,2024-10-17T00:00:00,2024-10-16T00:00:00,Đằng Lâm 9,Other/unknown,,,
,2022-08-09T00:00:00,2022-05-05T00:00:00,Kênh Dương 4,Other/unknown,,,
,2025-06-30T00:00:00,2025-06-24T00:00:00,ĐA PHÚC 1,Other/unknown,,,
,2024-09-17T00:00:00,2024-09-17T00:00:00,Đằng Lâm 7,Other/unknown,,,
,2025-03-19T00:00:00,2025-03-18T00:00:00,TÂN DÂN 2,Other/unknown,,,
,2025-02-11T00:00:00,2025-02-10T00:00:00,Cát Bà 6,Other/unknown,,,
,2025-05-15T00:00:00,2025-05-11T00:00:00,An Đồng 21,Other/unknown,,,
,2025-02-17T00:00:00,2025-02-10T00:00:00,Đồng Hoà 2.6,Other/unknown,,,
,2023-03-28T00:00:00,2023-03-13T00:00:00,Thành Tô 3,Other/unknown,,,
,2025-03-12T00:00:00,2025-03-11T00:00:00,Đằng Giang 12,Other/unknown,,,
,2025-04-24T00:00:00,2025-04-23T00:00:00,Cát Bà 2,Other/unknown,,,
,2024-09-04T00:00:00,2024-08-30T00:00:00,Trần Thành Ngọ 3,Other/unknown,,,
,2025-04-16T00:00:00,2025-04-15T00:00:00,Tràng Cát 2,Other/unknown,,,
,2023-03-25T00:00:00,2023-03-01T00:00:00,Đằng Lâm 17,External corrosion (ăn mòn bên ngoài),,,
,2022-07-25T00:00:00,2022-07-20T00:00:00,Dư Hàng Kênh 3,Other/unknown,,,
,2024-09-26T00:00:00,2024-09-18T00:00:00,Đồng Thái 6,Other/unknown,,,
,2024-09-26T00:00:00,2024-09-20T00:00:00,An Đồng 3,Other/unknown,,,
,2023-09-20T00:00:00,2023-09-19T00:00:00,Nghĩa xá 4,Other/unknown,,,
,2023-10-12T00:00:00,2023-10-10T00:00:00,Vạn Mỹ 9,Other/unknown,,,
,2022-09-14T00:00:00,2022-09-08T00:00:00,Dư Hàng Kênh 10,Other/unknown,,,
,2024-10-11T00:00:00,2024-10-10T00:00:00,Văn Đẩu 9,Other/unknown,,,
,2024-05-02T00:00:00,2024-04-09T00:00:00,Minh Khai 1,Other/unknown,,,
,2024-06-11T00:00:00,2024-06-03T00:00:00,Dư Hàng Kênh 9,Other/unknown,,,
,2023-02-01T00:00:00,2022-05-09T00:00:00,Nam Sơn 4,Other/unknown,,,
,2024-11-08T00:00:00,2024-11-07T00:00:00,MỸ ĐỨC 5,Other/unknown,,,
,2025-07-15T00:00:00,2025-07-14T00:00:00,Tràng Cát 2,Other/unknown,,,
,2024-06-25T00:00:00,2024-06-15T00:00:00,HỒNG THÁI 6,Other/unknown,,,
,2024-11-20T00:00:00,2024-11-19T00:00:00,VIỆT TIẾN 1,Other/unknown,,,
,2025-03-02T00:00:00,2025-01-22T00:00:00,BÀNG LA 1,Other/unknown,,,
,2023-03-16T00:00:00,2023-03-03T00:00:00,Máy Tơ 10,Other/unknown,,,
,2024-11-01T00:00:00,2024-10-30T00:00:00,Dư Hàng Kênh 11,Other/unknown,,,
,2025-01-15T00:00:00,2025-01-14T00:00:00,TÂN DÂN 3,Other/unknown,,,
,2024-12-04T00:00:00,2024-11-12T00:00:00,ĐA PHÚC 3,Other/unknown,,,
,2025-02-28T00:00:00,2025-02-27T00:00:00,Lam Sơn 1,Other/unknown,,,
,2023-06-23T00:00:00,2023-06-20T00:00:00,Hạ Lý 5,Other/unknown,,,
,2024-09-04T00:00:00,2024-08-30T00:00:00,Lam Sơn 12,Other/unknown,,,
,2023-04-04T00:00:00,2023-03-24T00:00:00,Lạch Tray 1,Other/unknown,,,
,2024-06-03T00:00:00,2024-03-08T00:00:00,ĐHHA 2.2,Other/unknown,,,
,2024-08-20T00:00:00,2024-08-14T00:00:00,Tràng Cát 2,Other/unknown,,,
,2025-06-20T00:00:00,2025-06-20T00:00:00,Kênh Dương 1,Other/unknown,,,
,2025-06-10T00:00:00,2025-06-09T00:00:00,Nam Sơn 1,Other/unknown,,,
,2023-06-14T00:00:00,2023-06-02T00:00:00,Hồ Nam 8,Other/unknown,,,
,2023-11-14T00:00:00,2023-11-07T00:00:00,Đằng Giang 13,Other/unknown,,,
,2024-08-19T00:00:00,2024-08-16T00:00:00,Lạc Viên 1,Other/unknown,,,
,2023-05-30T00:00:00,2023-05-05T00:00:00,Tràng Cát 4,Other/unknown,,,
,2025-06-04T00:00:00,2025-06-02T00:00:00,Đông Khê 14,Other/unknown,,,
,2025-07-03T00:00:00,2025-06-10T00:00:00,HOÀ NGHĨA 1,Other/unknown,,,
,2023-12-27T00:00:00,2023-12-13T00:00:00,Vạn Mỹ 8,Other/unknown,,,
,2025-03-28T00:00:00,2025-03-25T00:00:00,Hoàng Văn Thụ 2,Other/unknown,,,
,2025-08-13T00:00:00,2025-08-12T00:00:00,Vĩnh Niệm 4,Other/unknown,,,
,2025-09-24T00:00:00,2025-09-23T00:00:00,Cát Bà 5,Other/unknown,,,
,2024-11-28T00:00:00,2024-11-27T00:00:00,THỊ TRẤN 5,Other/unknown,,,
,2024-01-11T00:00:00,2024-01-06T00:00:00,Cầu Đất 11A,Other/unknown,,,
,2025-07-02T00:00:00,2025-07-02T00:00:00,Lạch Tray 8,Other/unknown,,,
,2025-05-29T00:00:00,2025-05-28T00:00:00,Trại Cau 9,Other/unknown,,,
,2023-05-22T00:00:00,2023-05-04T00:00:00,Vạn Mỹ 3,Other/unknown,,,
,2025-06-30T00:00:00,2025-05-28T00:00:00,Bắc Sơn 1.4 HP2,Other/unknown,,,
,2024-09-17T00:00:00,2024-09-16T00:00:00,Nghĩa xá 3,Other/unknown,,,
,2025-02-11T00:00:00,2025-02-10T00:00:00,Cát Bà 5,Other/unknown,,,
,2025-02-10T00:00:00,2025-02-05T00:00:00,Vĩnh Niệm 16,Other/unknown,,,
,2024-06-28T00:00:00,2024-06-04T00:00:00,Đằng Lâm 3,Other/unknown,,,
,2025-06-20T00:00:00,2025-06-19T00:00:00,Đồng Hoà 1.6,Other/unknown,,,
,2023-07-24T00:00:00,2023-07-23T00:00:00,HỒNG THÁI 7,Other/unknown,,,
,2024-09-18T00:00:00,2024-09-17T00:00:00,Niệm Nghĩa 5,Other/unknown,,,
,2025-07-08T00:00:00,2025-07-05T00:00:00,Cầu Đất 5,Third party damage (bên thứ 3 gây ra),,,
,2025-04-09T00:00:00,2025-04-08T00:00:00,Vạn Mỹ 3,Other/unknown,,,
,2025-07-03T00:00:00,2025-07-02T00:00:00,HẢI SƠN 5,Other/unknown,,,
,2023-07-20T00:00:00,2023-07-04T00:00:00,An Đồng 13,Other/unknown,,,
,2024-10-11T00:00:00,2024-10-10T00:00:00,Tràng Cát 4,Other/unknown,,,
,2025-05-29T00:00:00,2025-05-28T00:00:00,NGỌC XUYÊN 3,Other/unknown,,,
,2023-11-15T00:00:00,2023-11-08T00:00:00,Hồ Nam 10,Other/unknown,,,
,2024-03-18T00:00:00,2024-02-08T00:00:00,Nam Hải 4,Other/unknown,,,
,2025-04-09T00:00:00,2025-04-08T00:00:00,Vĩnh Niệm 11,Other/unknown,,,
,2025-07-01T00:00:00,2025-06-30T00:00:00,CỘNG HIỀN 5,Third party damage (bên thứ 3 gây ra),,,
,2024-12-06T00:00:00,2024-12-03T00:00:00,Ngọc Sơn 3,Other/unknown,,,
,2025-07-16T00:00:00,2025-07-15T00:00:00,ÁNG SƠN 1,Other/unknown,,,
,2025-08-28T00:00:00,2025-08-13T00:00:00,TÂN TIẾN 2,Other/unknown,,,
,2024-10-30T00:00:00,2024-10-29T00:00:00,An Đồng 21,Other/unknown,,,
,2025-04-01T00:00:00,2025-03-31T00:00:00,VIỆT TIẾN 1,Other/unknown,,,
,2024-05-14T00:00:00,2024-05-06T00:00:00,HỒNG THÁI 1,Other/unknown,,,
,2024-12-30T00:00:00,2024-12-28T00:00:00,An Đồng 4,Other/unknown,,,
,2024-09-20T00:00:00,2024-09-19T00:00:00,Lạc Viên 4,Other/unknown,,,
,2025-01-17T00:00:00,2025-01-17T00:00:00,An Đồng 12,Other/unknown,,,
