meter_name,branch,installation_time,longitude,latitude
SỞ DẦU 11,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 12,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 13,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 14,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 15,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 17,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 18,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 18 alct,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 2,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 3,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 4,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 5,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 6,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 7,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 8,CN Trung tâm,2024-01-01T01:00:00,,
SỞ DẦU 9,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 1,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 2,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 4,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 5,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 6,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 8,CN Trung tâm,2024-01-01T01:00:00,,
THƯỢNG LÝ 9,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 1,CN Trung tâm,2024-12-17T08:35:00,,
TRẠI CAU 2,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 3,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 4,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 5,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 6,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 7,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 8,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CAU 9-10-11,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CHUỐI 1-2,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CHUỐI 3-4,CN Trung tâm,2024-01-01T01:00:00,,
TRẠI CHUỐI 5,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 1,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 2,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 3,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 4,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 5,CN Trung tâm,2024-01-01T01:00:00,,
Trần Nguyên Hãn 6,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 7,CN Trung tâm,2024-01-01T01:00:00,,
TRẦN NGUYÊN HÃN 8,CN Trung tâm,2024-01-01T01:00:00,,
Trần Nguyên Hãn 9,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 10,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 11,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 13,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 1-3,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 14,CN Trung tâm,2024-01-01T01:00:00,,
Vạn Mỹ 15,CN Trung tâm,2024-01-01T01:00:00,,
Vạn Mỹ 16,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 2,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 4,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 8,CN Trung tâm,2024-01-01T01:00:00,,
VẠN MỸ 9,CN Trung tâm,2024-01-01T01:00:00,,
Vĩnh Niệm 1 - Nghĩa Xá 9,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 10,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 11,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 12-24,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 13,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 14,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 15,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 16,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 17,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 18,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 19-8,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 1A-22,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 20,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 23,CN Trung tâm,2024-12-04T12:00:00,,
VĨNH NIỆM 3,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 4-5,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 6,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 7,CN Trung tâm,2024-01-01T01:00:00,,
VĨNH NIỆM 9,CN Trung tâm,2024-01-01T01:00:00,,
CẦU RÀO,CẦU RÀO,,,
MÁY TƠ,MÁY TƠ,,,
